transactionId,fileHeaderDate,accountNumber,transactionType,batchLocation,batchNumber,updateBatchDate,relatedFileNumber,actionName,relatedFileKey,doNotReportFlag,explanation,minorAssetsClass,owningPortfolio,posterInitials,transactionSubtype,cashEffect,cashPaidOut,brokerNumber,oldBalance,newBalance
TXN001350,20250827,ACC000001350,88,MUM,963592,20260225,810737,POST,48000421,Y,AUTO-GENERATED TRANSACTION,62,556555,RS,29,-2174.88,0.00,45704,1617396,1621154.43
TXN001351,20250628,ACC000001351,10,DEL,246347,20260225,810093,REV,48000586,N,AUTO-GENERATED TRANSACTION,19,556525,RS,37,-5830.68,0.00,45514,1998546,1956150.31
TXN001352,20250515,ACC000001352,33,MUM,154562,20260225,810995,ADJ,48000834,N,AUTO-GENERATED TRANSACTION,46,556508,RS,27,364.89,0.00,45809,1677909,1713115.72
TXN001353,20260101,ACC000001353,90,MUM,720787,20260225,810910,REV,48000804,Y,AUTO-GENERATED TRANSACTION,78,556539,VP,18,-27412.65,0.00,45154,2341045,2375210.04
TXN001354,20250516,ACC000001354,89,DEL,163503,20260225,810524,POST,48000141,Y,AUTO-GENERATED TRANSACTION,17,556532,AK,21,-22430.44,0.00,45065,2244626,2222071.54
TXN001355,20250604,ACC000001355,85,MUM,699146,20260225,810902,POST,48000433,N,AUTO-GENERATED TRANSACTION,90,556561,VP,7,37326.00,0.00,45303,1722462,1728331.50
TXN001356,20250404,ACC000001356,39,PUN,116353,20260225,810277,ADJ,48000426,Y,AUTO-GENERATED TRANSACTION,19,556591,RS,16,24774.63,0.00,45694,1768537,1757293.76
TXN001357,20250607,ACC000001357,73,MUM,834026,20260225,810209,POST,48000610,N,AUTO-GENERATED TRANSACTION,72,556555,AK,20,47459.52,0.00,45987,2170236,2150118.71
TXN001358,20251021,ACC000001358,50,MUM,552458,20260225,810421,POST,48000753,Y,AUTO-GENERATED TRANSACTION,70,556572,RS,19,3186.67,0.00,45250,2994942,3015024.13
TXN001359,20260101,ACC000001359,52,DEL,547105,20260225,810007,REV,48000762,Y,AUTO-GENERATED TRANSACTION,99,556598,RS,15,6838.03,0.00,45282,1645569,1637931.13
TXN001360,20250407,ACC000001360,78,DEL,306541,20260225,810644,ADJ,48000529,N,AUTO-GENERATED TRANSACTION,62,556515,AK,6,-6470.10,0.00,45865,1843598,1849384.02
TXN001361,20250923,ACC000001361,76,HYD,669694,20260225,810329,POST,48000331,Y,AUTO-GENERATED TRANSACTION,39,556598,VP,23,46407.73,0.00,45468,2406442,2393754.41
TXN001362,20251211,ACC000001362,42,CHE,896289,20260225,810207,REV,48000016,N,AUTO-GENERATED TRANSACTION,62,556590,MT,31,12505.34,0.00,45063,2818937,2807980.25
TXN001363,20250513,ACC000001363,92,CHE,402556,20260225,810717,REV,48000566,Y,AUTO-GENERATED TRANSACTION,55,556505,VP,35,-28037.57,0.00,45160,2279917,2320767.22
TXN001364,20250113,ACC000001364,89,CHE,982307,20260225,810226,REV,48000488,N,AUTO-GENERATED TRANSACTION,58,556538,MT,6,36259.69,0.00,45117,1886616,1902661.64
TXN001365,20250402,ACC000001365,60,CHE,828441,20260225,810549,POST,48000204,Y,AUTO-GENERATED TRANSACTION,11,556581,VP,8,32433.05,0.00,45545,1792782,1831156.51
TXN001366,20250825,ACC000001366,97,CHE,579440,20260225,810806,REV,48000682,Y,AUTO-GENERATED TRANSACTION,34,556521,AK,18,-44635.12,0.00,45468,1255538,1274164.18
TXN001367,20250710,ACC000001367,55,CHE,360737,20260225,810046,POST,48000613,N,AUTO-GENERATED TRANSACTION,17,556509,MT,2,-46901.89,0.00,45878,2084285,2132011.53
TXN001368,20251217,ACC000001368,43,CHE,371858,20260225,810883,ADJ,48000083,Y,AUTO-GENERATED TRANSACTION,98,556553,MT,22,-31178.21,0.00,45052,2104657,2079851.94
TXN001369,20250613,ACC000001369,76,CHE,612124,20260225,810838,REV,48000060,N,AUTO-GENERATED TRANSACTION,19,556505,VP,12,49060.73,0.00,45385,2876058,2826413.17
TXN001370,20251205,ACC000001370,29,HYD,767315,20260225,810964,POST,48000282,N,AUTO-GENERATED TRANSACTION,28,556522,AK,7,13508.83,0.00,45878,2713727,2685284.69
TXN001371,20250306,ACC000001371,68,MUM,416733,20260225,810167,REV,48000182,N,AUTO-GENERATED TRANSACTION,92,556583,VP,7,-24607.32,0.00,45466,2845827,2828833.51
TXN001372,20250916,ACC000001372,76,CHE,297181,20260225,810978,POST,48000507,N,AUTO-GENERATED TRANSACTION,30,556543,RS,8,4583.48,0.00,45982,1790162,1782453.29
TXN001373,20250203,ACC000001373,93,DEL,139074,20260225,810528,POST,48000736,N,AUTO-GENERATED TRANSACTION,68,556513,RS,32,-8232.42,0.00,45343,1870938,1879609.42
TXN001374,20250730,ACC000001374,58,MUM,543245,20260225,810547,ADJ,48000191,N,AUTO-GENERATED TRANSACTION,54,556585,RS,7,-855.46,0.00,45155,1910896,1870541.02
TXN001375,20250630,ACC000001375,72,MUM,921014,20260225,810912,POST,48000744,N,AUTO-GENERATED TRANSACTION,48,556552,VP,37,-21569.04,0.00,45711,1729225,1721351.56
TXN001376,20251120,ACC000001376,98,MUM,795942,20260225,810485,REV,48000111,Y,AUTO-GENERATED TRANSACTION,84,556509,MT,26,-48775.61,0.00,45617,2214190,2229238.31
TXN001377,20251007,ACC000001377,71,HYD,327384,20260225,810617,POST,48000255,Y,AUTO-GENERATED TRANSACTION,50,556547,VP,17,5688.09,0.00,45129,2776075,2778165.25
TXN001378,20250626,ACC000001378,80,DEL,342629,20260225,810268,REV,48000266,N,AUTO-GENERATED TRANSACTION,71,556565,VP,6,49147.41,0.00,45239,2116236,2145531.76
TXN001379,20250814,ACC000001379,40,MUM,417480,20260225,810077,ADJ,48000518,N,AUTO-GENERATED TRANSACTION,39,556593,VP,29,22410.69,0.00,45354,2062543,2042368.24
TXN001380,20250708,ACC000001380,12,DEL,573657,20260225,810915,ADJ,48000437,N,AUTO-GENERATED TRANSACTION,24,556517,MT,18,47686.34,0.00,45320,1709548,1750867.15
TXN001381,20250311,ACC000001381,38,HYD,834655,20260225,810103,REV,48000727,N,AUTO-GENERATED TRANSACTION,72,556534,RS,14,-25756.03,0.00,45064,1565446,1590348.99
TXN001382,20251006,ACC000001382,66,MUM,719682,20260225,810736,POST,48000839,Y,AUTO-GENERATED TRANSACTION,47,556559,VP,27,4660.01,0.00,45184,1652612,1621176.73
TXN001383,20250824,ACC000001383,17,PUN,616407,20260225,810418,POST,48000050,Y,AUTO-GENERATED TRANSACTION,79,556596,AK,36,-17337.57,0.00,45253,1825463,1813033.04
TXN001384,20250224,ACC000001384,48,DEL,680225,20260225,810954,ADJ,48000140,N,AUTO-GENERATED TRANSACTION,15,556579,VP,29,-27839.63,0.00,45752,2611535,2583979.42
TXN001385,20250413,ACC000001385,87,PUN,647186,20260225,810464,POST,48000597,N,AUTO-GENERATED TRANSACTION,69,556525,RS,30,-24582.10,0.00,45578,2523687,2497102.89
TXN001386,20251022,ACC000001386,63,PUN,715387,20260225,810638,POST,48000610,Y,AUTO-GENERATED TRANSACTION,51,556592,VP,30,26325.08,0.00,45258,2007768,1997511.90
TXN001387,20250728,ACC000001387,53,CHE,638547,20260225,810468,ADJ,48000381,Y,AUTO-GENERATED TRANSACTION,99,556513,AK,15,22061.75,0.00,45938,1038872,1079833.90
TXN001388,20251213,ACC000001388,33,HYD,511754,20260225,810643,POST,48000610,Y,AUTO-GENERATED TRANSACTION,68,556572,AK,12,42648.45,0.00,45415,2353192,2308880.01
TXN001389,20251104,ACC000001389,62,HYD,304170,20260225,810414,ADJ,48000570,N,AUTO-GENERATED TRANSACTION,85,556542,VP,36,33021.98,0.00,45975,2027381,2033434.58
TXN001390,20250831,ACC000001390,75,HYD,641537,20260225,810105,POST,48000076,N,AUTO-GENERATED TRANSACTION,74,556539,VP,2,41620.22,0.00,45220,2406873,2448402.73
TXN001391,20251202,ACC000001391,97,CHE,518711,20260225,810926,POST,48000642,N,AUTO-GENERATED TRANSACTION,58,556511,MT,3,37854.65,0.00,45493,2950929,2988309.78
TXN001392,20250930,ACC000001392,27,MUM,731657,20260225,810116,REV,48000172,Y,AUTO-GENERATED TRANSACTION,51,556501,AK,3,-10329.54,0.00,45831,2831209,2859085.75
TXN001393,20250718,ACC000001393,70,DEL,911550,20260225,810330,ADJ,48000725,N,AUTO-GENERATED TRANSACTION,46,556584,VP,9,17749.88,0.00,45517,2513792,2545032.45
TXN001394,20250513,ACC000001394,42,MUM,532776,20260225,810166,ADJ,48000990,N,AUTO-GENERATED TRANSACTION,38,556550,VP,21,16526.54,0.00,45013,2840508,2792838.42
TXN001395,20250816,ACC000001395,43,DEL,978104,20260225,810206,ADJ,48000547,Y,AUTO-GENERATED TRANSACTION,25,556552,RS,26,-48980.86,0.00,45326,1545695,1529284.61
TXN001396,20250206,ACC000001396,24,PUN,447797,20260225,810928,ADJ,48000165,N,AUTO-GENERATED TRANSACTION,74,556523,VP,22,32299.87,0.00,45424,1131947,1081947.72
TXN001397,20250118,ACC000001397,55,MUM,504760,20260225,810050,ADJ,48000205,Y,AUTO-GENERATED TRANSACTION,20,556583,VP,18,-47788.07,0.00,45935,2797023,2777050.12
TXN001398,20250513,ACC000001398,25,DEL,109278,20260225,810178,REV,48000638,N,AUTO-GENERATED TRANSACTION,33,556579,VP,35,-24877.38,0.00,45656,1337139,1373158.86
TXN001399,20250619,ACC000001399,97,MUM,461132,20260225,810297,ADJ,48000062,N,AUTO-GENERATED TRANSACTION,47,556504,RS,8,-18391.91,0.00,45643,2097584,2111969.58
