transactionId,fileHeaderDate,accountNumber,transactionType,batchLocation,batchNumber,updateBatchDate,relatedFileNumber,actionName,relatedFileKey,doNotReportFlag,explanation,minorAssetsClass,owningPortfolio,posterInitials,transactionSubtype,cashEffect,cashPaidOut,brokerNumber,oldBalance,newBalance
TXN001180,20250526,ACC000001180,38,HYD,504375,20260225,810042,ADJ,48000431,N,AUTO-GENERATED TRANSACTION,31,556556,MT,9,35597.45,0.00,45752,1200039,1154462.19
TXN001181,20251222,ACC000001181,19,MUM,518863,20260225,810302,POST,48000542,Y,AUTO-GENERATED TRANSACTION,81,556598,VP,18,12651.19,0.00,45011,1695941,1694732.57
TXN001182,20251119,ACC000001182,50,CHE,377030,20260225,810506,REV,48000409,N,AUTO-GENERATED TRANSACTION,10,556501,RS,17,24558.44,0.00,45037,1683417,1668522.14
TXN001183,20250830,ACC000001183,50,PUN,392480,20260225,810760,ADJ,48000643,Y,AUTO-GENERATED TRANSACTION,20,556576,MT,25,3311.63,0.00,45526,2931189,2953478.76
TXN001184,20250217,ACC000001184,45,PUN,499498,20260225,810816,REV,48000000,Y,AUTO-GENERATED TRANSACTION,82,556517,RS,11,-3034.99,0.00,45470,1259787,1277999.94
TXN001185,20250507,ACC000001185,20,HYD,938628,20260225,810775,POST,48000562,N,AUTO-GENERATED TRANSACTION,80,556585,RS,23,-21886.48,0.00,45075,2618334,2607425.06
TXN001186,20250921,ACC000001186,91,MUM,630232,20260225,810714,POST,48000951,N,AUTO-GENERATED TRANSACTION,70,556514,MT,7,37181.42,0.00,45125,2594917,2591752.67
TXN001187,20251218,ACC000001187,98,CHE,774713,20260225,810382,POST,48000813,N,AUTO-GENERATED TRANSACTION,18,556585,VP,8,-22548.23,0.00,45851,2530350,2507609.62
TXN001188,20250616,ACC000001188,52,MUM,295100,20260225,810019,ADJ,48000419,N,AUTO-GENERATED TRANSACTION,99,556528,MT,16,-15040.64,0.00,45960,1927880,1896419.96
TXN001189,20251102,ACC000001189,80,HYD,839570,20260225,810214,REV,48000355,N,AUTO-GENERATED TRANSACTION,40,556566,RS,18,-31466.35,0.00,45890,1556593,1546988.50
TXN001190,20250726,ACC000001190,78,HYD,440806,20260225,810144,ADJ,48000281,Y,AUTO-GENERATED TRANSACTION,27,556525,VP,24,-16096.95,0.00,45046,1512455,1496045.46
TXN001191,20250717,ACC000001191,36,PUN,305987,20260225,810136,POST,48000449,Y,AUTO-GENERATED TRANSACTION,93,556557,MT,26,49502.43,0.00,45863,1445814,1396058.77
TXN001192,20251227,ACC000001192,99,CHE,154353,20260225,810937,REV,48000150,N,AUTO-GENERATED TRANSACTION,86,556570,AK,12,31532.21,0.00,45796,2901134,2895856.48
TXN001193,20250228,ACC000001193,17,MUM,944917,20260225,810316,ADJ,48000882,Y,AUTO-GENERATED TRANSACTION,21,556542,RS,40,-10819.75,0.00,45828,1579243,1624833.30
TXN001194,20251218,ACC000001194,31,MUM,529282,20260225,810165,REV,48000859,Y,AUTO-GENERATED TRANSACTION,23,556533,MT,4,20291.04,0.00,45379,2838684,2868188.94
TXN001195,20250323,ACC000001195,23,PUN,689440,20260225,810549,POST,48000333,Y,AUTO-GENERATED TRANSACTION,17,556556,AK,17,-36433.91,0.00,45451,1729459,1768545.60
TXN001196,20250306,ACC000001196,64,MUM,839118,20260225,810435,POST,48000939,Y,AUTO-GENERATED TRANSACTION,22,556504,RS,39,-28011.61,0.00,45963,1563416,1577952.10
TXN001197,20251110,ACC000001197,81,HYD,235846,20260225,810463,ADJ,48000593,Y,AUTO-GENERATED TRANSACTION,83,556519,RS,37,-5908.62,0.00,45270,2629300,2622780.38
TXN001198,20250918,ACC000001198,13,MUM,710310,20260225,810146,ADJ,48000280,Y,AUTO-GENERATED TRANSACTION,11,556597,VP,36,27342.08,0.00,45527,2493777,2532658.56
TXN001199,20250615,ACC000001199,16,MUM,119073,20260225,810039,ADJ,48000934,Y,AUTO-GENERATED TRANSACTION,60,556599,MT,1,-25102.54,0.00,45887,1611553,1609469.62
TXN001200,20251210,ACC000001200,80,DEL,254594,20260225,810513,REV,48000425,Y,AUTO-GENERATED TRANSACTION,41,556505,RS,21,-13999.28,0.00,45428,1035815,1028720.03
TXN001201,20251110,ACC000001201,46,CHE,484257,20260225,810889,ADJ,48000593,Y,AUTO-GENERATED TRANSACTION,82,556533,AK,28,-42125.16,0.00,45115,2306793,2318208.63
TXN001202,20251120,ACC000001202,36,HYD,955002,20260225,810602,POST,48000845,Y,AUTO-GENERATED TRANSACTION,24,556515,RS,24,-47834.84,0.00,45891,2756501,2773304.13
TXN001203,20250307,ACC000001203,27,HYD,101094,20260225,810262,REV,48000670,N,AUTO-GENERATED TRANSACTION,72,556556,AK,27,28876.33,0.00,45043,1412512,1428913.43
TXN001204,20260101,ACC000001204,90,MUM,379513,20260225,810052,ADJ,48000898,Y,AUTO-GENERATED TRANSACTION,72,556590,AK,30,44091.87,0.00,45628,1970611,1974832.74
TXN001205,20251013,ACC000001205,31,DEL,704335,20260225,810307,POST,48000006,N,AUTO-GENERATED TRANSACTION,29,556585,VP,33,-1806.69,0.00,45918,1312985,1346516.21
TXN001206,20250816,ACC000001206,38,HYD,279593,20260225,810376,ADJ,48000995,N,AUTO-GENERATED TRANSACTION,71,556594,AK,17,-9914.45,0.00,45643,1356361,1313208.65
TXN001207,20251225,ACC000001207,51,PUN,538186,20260225,810045,REV,48000376,Y,AUTO-GENERATED TRANSACTION,64,556544,RS,35,-8341.69,0.00,45586,1673095,1648710.52
TXN001208,20250209,ACC000001208,52,CHE,745875,20260225,810110,ADJ,48000429,N,AUTO-GENERATED TRANSACTION,74,556547,VP,35,-8952.16,0.00,45337,2527126,2501944.64
TXN001209,20250515,ACC000001209,52,PUN,610439,20260225,810118,REV,48000048,N,AUTO-GENERATED TRANSACTION,24,556555,AK,27,40543.93,0.00,45365,1383591,1426606.61
TXN001210,20250719,ACC000001210,87,CHE,545235,20260225,810361,REV,48000351,Y,AUTO-GENERATED TRANSACTION,27,556505,AK,19,-4675.68,0.00,45565,1098527,1056971.95
TXN001211,20250407,ACC000001211,49,PUN,106698,20260225,810076,REV,48000165,N,AUTO-GENERATED TRANSACTION,92,556522,AK,3,-30486.60,0.00,45894,2756066,2799498.66
TXN001212,20250904,ACC000001212,57,HYD,876903,20260225,810213,POST,48000430,N,AUTO-GENERATED TRANSACTION,15,556533,MT,38,15410.26,0.00,45442,1179147,1169394.56
TXN001213,20250401,ACC000001213,95,CHE,145044,20260225,810022,ADJ,48000607,Y,AUTO-GENERATED TRANSACTION,81,556573,AK,15,20056.25,0.00,45628,2029002,1992959.50
TXN001214,20250629,ACC000001214,61,MUM,587597,20260225,810289,REV,48000515,N,AUTO-GENERATED TRANSACTION,85,556549,RS,24,44576.06,0.00,45792,2062173,2012652.08
TXN001215,20250923,ACC000001215,54,PUN,161557,20260225,810831,REV,48000356,Y,AUTO-GENERATED TRANSACTION,43,556548,VP,19,3459.75,0.00,45570,1622760,1654337.62
TXN001216,20250702,ACC000001216,42,DEL,637039,20260225,810248,REV,48000404,Y,AUTO-GENERATED TRANSACTION,83,556504,VP,24,48408.46,0.00,45121,2236973,2273810.94
TXN001217,20250325,ACC000001217,65,DEL,981186,20260225,810548,ADJ,48000279,N,AUTO-GENERATED TRANSACTION,72,556522,AK,24,-35213.49,0.00,45314,1031817,1081378.90
TXN001218,20251102,ACC000001218,80,HYD,173566,20260225,810508,REV,48000524,N,AUTO-GENERATED TRANSACTION,92,556500,AK,20,-43373.20,0.00,45682,2565402,2592786.75
TXN001219,20251008,ACC000001219,17,CHE,836119,20260225,810496,REV,48000255,Y,AUTO-GENERATED TRANSACTION,85,556500,MT,40,26188.29,0.00,45056,2425055,2408749.40
TXN001220,20250617,ACC000001220,83,CHE,848904,20260225,810118,REV,48000599,Y,AUTO-GENERATED TRANSACTION,69,556563,MT,25,22427.34,0.00,45269,2476354,2521490.98
TXN001221,20251011,ACC000001221,27,HYD,818457,20260225,810660,POST,48000300,Y,AUTO-GENERATED TRANSACTION,55,556592,VP,37,47242.78,0.00,45324,1099627,1089974.05
TXN001222,20250208,ACC000001222,19,HYD,533897,20260225,810837,ADJ,48000560,Y,AUTO-GENERATED TRANSACTION,26,556532,AK,33,-26664.32,0.00,45399,2412813,2451273.39
TXN001223,20250128,ACC000001223,19,CHE,233437,20260225,810165,ADJ,48000886,Y,AUTO-GENERATED TRANSACTION,45,556591,AK,12,25388.24,0.00,45976,1703049,1662105.64
TXN001224,20251219,ACC000001224,92,CHE,565494,20260225,810080,POST,48000184,N,AUTO-GENERATED TRANSACTION,17,556583,RS,16,-24816.24,0.00,45536,1443316,1433635.79
TXN001225,20251030,ACC000001225,48,MUM,433514,20260225,810099,ADJ,48000094,Y,AUTO-GENERATED TRANSACTION,31,556575,VP,18,-17444.95,0.00,45957,2303748,2351155.57
TXN001226,20250309,ACC000001226,13,PUN,721054,20260225,810075,REV,48000023,Y,AUTO-GENERATED TRANSACTION,15,556576,AK,33,26404.00,0.00,45009,2140987,2095147.58
TXN001227,20251008,ACC000001227,79,DEL,844577,20260225,810836,ADJ,48000487,Y,AUTO-GENERATED TRANSACTION,39,556564,RS,33,29300.01,0.00,45718,2307921,2286820.75
TXN001228,20250116,ACC000001228,43,MUM,872471,20260225,810829,POST,48000650,N,AUTO-GENERATED TRANSACTION,21,556532,AK,20,39838.56,0.00,45326,2398016,2396781.25
